CODE,ISOLATE_ID,ORIGINAL_SPECIES,REGION,SITE,ENVIRONMENT,SAMPLING_SOURCE,NATIONAL_SITE,LOCAL_SITE,REPLICATE,COLONY,ESBL,SOURCE_FILE,AM,AMC,AMI,AN,C,CF,CFA,CFO,CFT,CFV,CN,CPD,CPT,CTF,CTX,CZA,DO,ENR,FT,GEN,GM,IME,IPM,MAR,MRB,N,PRA,SXT,TE,SCORED_RESISTANCE,NUM_ANTIBIOTICS_TESTED,MAR_INDEX
EC_MKFKR3C11,Enterobacter aerogenes,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,11.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,S,,S,S,S,,S,S,,S,S,,,,S,S,S,I,,S,,S,,S,S,S,S,S,0,19,0.0000
EC_MKFKR3C13,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,13.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
SAL_MKFKR2C1,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,I,I,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
SAL_MKFKR2C3,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,3.0, NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_PGDWR1C2,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,1.0,2.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGDWR1C3,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,1.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGDWR2C1,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,2.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGDWR2C3,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,2.0,3.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGDWR2C4,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,2.0,4.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGDWR3C1,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,3.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGDWR3C4,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,Pampanga,Gabriel,3.0,4.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGRWR1C2,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,1.0,2.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGRWR1C3,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,1.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGRWR1C4,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,1.0,4.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGRWR1C8,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,1.0,8.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,,S,S,S,I,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_PGRWR2C5,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,2.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGRWR2C6,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,2.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGRWR3C1,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,3.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGRWR3C2,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,Pampanga,Gabriel,3.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFTR1C2,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,2.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,I,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR1C6,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,6.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR1C7,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR1C11,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,11.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,4,22,0.1818
EC_PGFTR1C12,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,12.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR1C15,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,15.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFTR1C16,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,1.0,16.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR2C1,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,2.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFTR2C6,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,2.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFTR3C5,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,3.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR3C7,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,3.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFTR3C12,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,Pampanga,Gabriel,3.0,12.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,S,S,,R,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR1C1,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,I,,S,S,,S,S,S,,S,S,R,S,I,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_PGFGR1C3,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGFGR1C5,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,5.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,I,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFGR1C7,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,I,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGFGR1C9,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR1C10,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR1C14,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,14.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_PGFGR1C16,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,16.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGFGR1C17,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,17.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_PGFGR1C20,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,1.0,20.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGFGR3C2,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR3C3,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,3.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR3C7,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,7.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_PGFGR3C12,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,12.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_PGFGR3C15,Enterobacter aerogenes,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,15.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,I,,R,S,S,,S,S,S,S,R,,S,,S,,S,S,S,S,S,4,21,0.1905
EC_PGFGR3C16,Enterobacter cloacae,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,Pampanga,Gabriel,3.0,16.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,,R,,S,S,R,,S,I,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
SALPGDWR1C1,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,S,Alegria,1.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,S,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,6,22,0.2727
SALPGDWR1C2,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,S,Alegria,1.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,R,S,,S,,S,,S,S,S,R,R,8,22,0.3636
SALPGDWR2C3,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,S,Alegria,2.0,3.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,R,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,5,22,0.2273
SALPGDWR3C5,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,S,Alegria,3.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,7,22,0.3182
SALPGDWR3C6,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,Drinking Water,S,Alegria,3.0,6.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,7,22,0.3182
SALPGRWR1C1,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,1.0,1.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SALPGRWR1C3,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,1.0,3.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPGRWR2C4,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,2.0,4.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,R,R,R,5,22,0.2273
SALPGRWR2C8,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,2.0,8.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,S,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,6,22,0.2727
SALPGRWR3C6,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,3.0,6.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPGRWR3C15,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Alegria,3.0,15.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,7,22,0.3182
SGPGRWR1C9,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Gabriel,1.0,9.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SGPGRWR1C10,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Gabriel,1.0,10.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPGRWR3C1,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Gabriel,3.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPGRWR3C2,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,S,Gabriel,3.0,2.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,6,22,0.2727
SALPGFTR2C9,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,S,Alegria,2.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPGFTR2C10,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,S,Alegria,2.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,I,R,R,7,22,0.3182
SALPGFTR3C1,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,S,Alegria,3.0,1.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPGFTR3C2,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,S,Alegria,3.0,2.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SALPGFGR2C7,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Alegria,2.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,I,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SALPGFGR2C9,Salmonella species,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Alegria,2.0,9.0,,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,S,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGPGFGR3C5,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Gabriel,3.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,4,22,0.1818
SGPGFGR3C7,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Gabriel,3.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,I,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,6,22,0.2727
SALPGFGR3C8,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Alegria,3.0,8.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,S,S,,S,R,S,,S,S,,S,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SALPGFGR3C10,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Gusaw,S,Alegria,3.0,10.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,R,S,,S,R,,R,S,S,,S,S,R,I,S,,S,,S,,S,S,S,R,R,7,22,0.3182
VCPGRWR1C5,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,V,C,1.0,5.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPGRWR1C13,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,V,C,1.0,13.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
VCPGRWR1C14,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,V,C,1.0,14.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,I,,S,S,S,,S,S,I,I,S,,S,,S,,S,S,S,S,S,1,22,0.0455
VCPGRWR2C15,Klebsiella pneumoniae,,Region III - Central Luzon,SAN GABRIEL,Water,River Water,V,C,2.0,15.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,I,,S,S,S,,S,S,I,S,S,,S,,S,,S,S,S,S,R,3,22,0.1364
VCPGFTR1C7,Escherichia coli,,Region III - Central Luzon,SAN GABRIEL,Fish,Fish Tilapia,V,C,1.0,7.0,NEG,1NET_P2-AMR_Region III-Central Luzon - Copy - LOR-SAN GABRIEL.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
